,_id,formhub/uuid,start,end,group_fy3xs85/Name_of_school,group_fy3xs85/School_ownership,group_fy3xs85/School_category,group_fy3xs85/School_type,group_fy3xs85/Gender_of_participant,group_fy3xs85/Age_of_participant,group_fy3xs85/Teaching_experience,group_fy3xs85/Teaching_qualifications,group_fy3xs85/Teaching_subjects,group_fy3xs85/Mention_other_subjects_you_teach,group_yn5gh74/Please_rate_your_com_e_in_lesson_planning/I_can_easily_interpr_nces_in_the_syllabus,group_yn5gh74/Please_rate_your_com_e_in_lesson_planning/I_can_accurately_tra_es_from_the_syllabus,group_yn5gh74/Please_rate_your_com_e_in_lesson_planning/I_can_modify_recomme_es_from_the_syllabus,group_yn5gh74/Please_rate_your_com_e_in_lesson_planning/I_collect_students_they_want_to_learn,group_yn5gh74/Please_rate_your_com_e_in_lesson_planning/I_include_students_eeds_in_lesson_plans,group_yn5gh74/Please_rate_your_com_e_in_lesson_planning/I_teach_effectively_sson_plan_in_advance,group_yn5gh74/Please_rate_your_com_lassroom_interaction/I_usually_outline_th_ives_before_teaching,group_yn5gh74/Please_rate_your_com_lassroom_interaction/It_is_difficult_for_ly_teach_some_topics,group_yn5gh74/Please_rate_your_com_lassroom_interaction/I_prepare_notes_for_annot_make_their_own,group_yn5gh74/Please_rate_your_com_lassroom_interaction/I_find_difficult_to_om_local_environment,group_yn5gh74/Please_rate_your_com_lassroom_interaction/I_and_students_prepa_arning_aids_together,group_yn5gh74/Please_rate_your_com_lassroom_interaction/I_find_difficult_to_rounding_environment,group_yn5gh74/Please_rate_your_com_lassroom_interaction/It_is_difficult_for_beyond_the_classroom,group_yn5gh74/Please_rate_your_com_lassroom_interaction/I_mix_English_and_Ki_nderstand_the_lesson,group_yn5gh74/Please_rate_your_com_lassroom_interaction/I_check_validity_and_ment_before_using_it,group_yn5gh74/Please_rate_your_com_lassroom_interaction/It_is_difficult_for_rning_while_teaching,group_yn5gh74/Please_rate_your_com_lassroom_interaction/I_find_difficult_to_ck_on_students_work,group_yn5gh74/Please_rate_your_com_e_of_ICT_in_teaching/I_blend_my_teaching_e_and_online_classes,group_yn5gh74/Please_rate_your_com_e_of_ICT_in_teaching/I_find_difficult_to_teaching_strategies,group_yn5gh74/Please_rate_your_com_e_of_ICT_in_teaching/I_use_online_resourc_s_to_learn_and_teach,group_yn5gh74/Please_rate_your_com_e_of_ICT_in_teaching/I_discuss_lessons_wi_Facebook_WhatSapp,group_yn5gh74/Please_rate_your_com_e_of_ICT_in_teaching/I_guide_students_to_facilitate_learning,group_yn5gh74/Please_rate_your_com_e_of_ICT_in_teaching/I_use_ICT_to_facilit_and_among_themselves,group_yn5gh74/Please_rate_your_com_and_gender_equality/It_is_difficult_to_g_ents_learning_needs,group_yn5gh74/Please_rate_your_com_and_gender_equality/It_is_difficult_to_g_with_learning_issues,group_yn5gh74/Please_rate_your_com_and_gender_equality/It_is_difficult_for_ls_are_gender_biases,group_yn5gh74/Please_rate_your_com_and_gender_equality/I_interact_with_girl_e_they_are_different,group_yn5gh74/Please_rate_your_com_and_gender_equality/I_find_difficult_pla_for_diverse_students,group_yn5gh74/Please_rate_your_com_and_gender_equality/It_is_difficult_for_to_peer_instructions,group_yn5gh74/Please_rate_your_com_and_gender_equality/It_is_difficult_to_o_are_gender_unbiased,group_yn5gh74/Please_rate_your_com_classroom_management/I_can_easily_control_iors_during_teaching,group_yn5gh74/Please_rate_your_com_classroom_management/I_have_prepared_guid_de_to_while_in_class,group_yn5gh74/Please_rate_your_com_classroom_management/I_prepared_students_usiveness_and_equity,group_yn5gh74/Please_rate_your_com_classroom_management/I_closely_work_with_tudents_performance,group_yn5gh74/Please_rate_your_com_classroom_management/I_apply_different_cl_to_promote_learning,group_yn5gh74/Please_rate_your_com_dagogical_leadership/I_have_developed_an_rofessional_learning,group_yn5gh74/Please_rate_your_com_dagogical_leadership/I_initiated_a_teache_l_or_on_social_media,group_yn5gh74/Please_rate_your_com_dagogical_leadership/I_know_my_roles_when_onal_learning_groups,group_yn5gh74/Please_rate_your_com_dagogical_leadership/I_quickly_use_opport_eachers_and_students,group_yn5gh74/Please_rate_your_com_dagogical_leadership/I_usually_share_inno_eaching_and_learning,group_yn5gh74/Please_rate_your_com_dagogical_leadership/I_usually_invite_oth_class_when_teaching,group_yn5gh74/Please_rate_your_com_dagogical_leadership/I_have_been_to_other_to_observe_and_learn,group_yn5gh74/Please_rate_your_com_dagogical_leadership/I_usually_assess_my_learning_activities,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/School_wide_structur_unities_PLCs_groups,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/Grade_level_based_pr_unities_PLCs_groups,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/Departmental_subject_unities_PLCs_groups,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/Networks_of_educator_educational_matters,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/WhatsApp_group_discu_hing_related_matters,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/Instagram_group_disc_hing_related_matters,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/Twitter_group_discus_hing_related_matters,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/Facebook_group_discu_hing_related_matters,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/ZOOM_discussions_tha_hing_related_matters,group_ms4ff82/Add_any_other_form_o_r_outside_the_school,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/Lack_of_awareness_of_cher_learning_groups,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/My_teaching_schedule_cher_learning_groups,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/I_have_not_received_ormal_PLCs_at_school,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/We_do_not_get_financ_cher_learning_groups,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/I_don_t_know_how_to_cher_learning_groups,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/I_prefer_working_alo_cher_learning_groups,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/PLCs_learning_groups_of_the_teaching_time,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/We_do_not_have_a_spe_PLCs_learning_groups,group_oh6nh29/Indicate_how_partici_classroom_practices/I_learned_from_group_e_teaching_documents,group_oh6nh29/Indicate_how_partici_classroom_practices/I_learned_from_group_ome_difficult_topics,group_oh6nh29/Indicate_how_partici_classroom_practices/In_our_groups_we_col_on_teaching_problems,group_oh6nh29/Indicate_how_partici_classroom_practices/Groups_helped_me_gai_amining_student_work,group_oh6nh29/Indicate_how_partici_classroom_practices/Groups_enabled_me_to_eness_of_instruction,group_oh6nh29/Indicate_how_partici_classroom_practices/I_learned_from_group_ents_learning_needs,group_oh6nh29/Indicate_how_partici_classroom_practices/Groups_enabled_me_to_e_of_ICT_in_teaching,group_oh6nh29/Indicate_how_partici_classroom_practices/I_learned_many_inter_methods_from_groups,group_oh6nh29/Indicate_how_partici_classroom_practices/I_learned_from_group_ss_management_skills,group_oh6nh29/Indicate_how_partici_classroom_practices/Groups_changed_my_ne_ude_towards_students,group_oh6nh29/Indicate_how_partici_classroom_practices/Groups_enabled_me_to_onship_with_teachers,group_oh6nh29/Please_list_down_any_earning_groups_PLCs,group_ca6at83/Please_suggest_your_lding_effective_PLCs/PLCs_should_be_initi_common_learning_need,group_ca6at83/Please_suggest_your_lding_effective_PLCs/Schools_and_teachers_n_how_to_create_PLCs,group_ca6at83/Please_suggest_your_lding_effective_PLCs/Schools_need_to_prep_articipation_in_PLCs,group_ca6at83/Please_suggest_your_lding_effective_PLCs/There_should_be_mech_ning_PLCs_in_schools,group_ca6at83/Please_suggest_your_lding_effective_PLCs/Teachers_should_be_i_at_least_in_one_PLCs,group_ca6at83/Please_suggest_your_lding_effective_PLCs/There_should_be_crit_ng_PLCs_performances,group_ca6at83/Please_suggest_your_lding_effective_PLCs/Teachers_PLCs_shoul_ally_and_financially,group_ca6at83/Please_suggest_your_lding_effective_PLCs/The_use_of_online_PL_should_be_emphasized,group_ca6at83/In_your_opinion_how_teaching_competence,__version__,meta/instanceID,_xform_id_string,_uuid,_attachments,_status,_geolocation,_submission_time,_tags,_notes,_validation_status,_submitted_by,group_bs2ym59/List_any_other_facto_cipation_in_the_PLCs,group_yn5gh74/Please_rate_your_com_lassroom_interaction/Please_rate_your_com_lassroom_interaction_header,group_bs2ym59/Indicate_factors_tha_articipation_in_PLCs/Indicate_factors_tha_articipation_in_PLCs_header,group_yn5gh74/Please_rate_your_com_e_in_lesson_planning/Please_rate_your_com_e_in_lesson_planning_header,group_ms4ff82/Indicate_whether_you_ommunities_or_groups/Indicate_whether_you_ommunities_or_groups_header
0,224025375,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T12:04:58.666+03:00,2021-10-18T12:15:35.200+03:00,wailes secondary school,public,day_school,boys_and_girls,male,20_30,1_10,degree,english,kiswahili,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,yes,yes,yes,yes,yes,yes,yes,yes,yes,None,yes,no,yes,yes,yes,yes,yes,yes,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,non,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,to make sure all students  awere on how to learn and fullfill  their goals,vpTodtNND6zcWk8WUwrujA,uuid:0780c78d-96da-437f-8795-b5d65011c319,aHNRXEge2uFwQtbnixMLQt,0780c78d-96da-437f-8795-b5d65011c319,[],submitted_via_web,"[None, None]",2021-10-18 9:15:50,[],[],{},,,,,,
1,224025411,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T12:01:41.214+03:00,2021-10-18T12:15:47.191+03:00,wailes secondary,public,day_school,boys_and_girls,male,31_40,11_20,degree,other_subjects,history,agree,strongly_agree,agree,strongly_agree,agree,agree,strongly_agree,agree,strongly_agree,strongly_disagree,agree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,option,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,yes,yes,yes,yes,yes,no,no,no,yes,None,yes,no,no,yes,no,no,no,yes,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,None,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,government should provide more money in educational matters,vpTodtNND6zcWk8WUwrujA,uuid:dd1795e3-ef32-4f51-bd74-b916f91e341c,aHNRXEge2uFwQtbnixMLQt,dd1795e3-ef32-4f51-bd74-b916f91e341c,[],submitted_via_web,"[None, None]",2021-10-18 9:16:01,[],[],{},,,,,,
2,224026170,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T11:59:57.004+03:00,2021-10-18T12:18:52.150+03:00,Wailes sec,public,day_school,boys_and_girls,female,31_40,1_10,diploma,geography,Kiswahili,agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,disagree,strongly_agree,agree,agree,disagree,strongly_agree,strongly_agree,agree,option_1,strongly_agree,agree,agree,strongly_agree,agree,strongly_agree,agree,agree,strongly_agree,yes,yes,yes,yes,no,no,no,no,no,E learning,no,yes,no,yes,no,no,no,yes,agree,agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,Emphasis teachers how to use Ict for teaching and learning process,agree,disagree,agree,agree,agree,agree,strongly_agree,strongly_agree,To improve the school perforamance.,vpTodtNND6zcWk8WUwrujA,uuid:e0636150-2994-4f3b-a33d-bff4fb3ed7e6,aHNRXEge2uFwQtbnixMLQt,e0636150-2994-4f3b-a33d-bff4fb3ed7e6,[],submitted_via_web,"[None, None]",2021-10-18 9:19:05,[],[],{},,Introduce inter school competition,,,,
3,224029222,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T12:09:26.246+03:00,2021-10-18T12:28:38.165+03:00,Wailes sec,public,day_school,boys_and_girls,female,31_40,11_20,degree,other_subjects,Hist and kisw,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,yes,yes,yes,yes,no,no,no,no,yes,"E,learning",yes,no,yes,yes,yes,no,no,yes,strongly_disagree,strongly_disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,Cooperation between other teachers from different schools,,disagree,agree,agree,disagree,agree,agree,agree,By giving schools material and financial supports,vpTodtNND6zcWk8WUwrujA,uuid:118bc94d-403e-475e-b570-d5b688972550,aHNRXEge2uFwQtbnixMLQt,118bc94d-403e-475e-b570-d5b688972550,[],submitted_via_web,"[None, None]",2021-10-18 9:28:51,[],[],{},,Time management,,,,
4,224031004,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T12:15:47.611+03:00,2021-10-18T12:36:03.847+03:00,wailes secondary,public,day_school,boys_and_girls,female,31_40,1_10,degree,other_subjects,Kiswahili,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,strongly_agree,agree,agree,strongly_disagree,agree,agree,agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,agree,strongly_disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,yes,yes,yes,yes,yes,no,no,yes,no,through chatting with sms,yes,yes,yes,yes,no,no,no,no,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,How to deal with the slow learners students,agree,agree,agree,agree,agree,agree,agree,strongly_agree,Admnistration should provide time in a school timetable to work for this,vpTodtNND6zcWk8WUwrujA,uuid:d88595a0-aa14-419e-bb79-b244e9ea595f,aHNRXEge2uFwQtbnixMLQt,d88595a0-aa14-419e-bb79-b244e9ea595f,[],submitted_via_web,"[None, None]",2021-10-18 9:36:18,[],[],{},,,,,,
5,224031349,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T12:06:12.271+03:00,2021-10-18T12:37:35.731+03:00,Wailes sec school,public,day_school,boys_and_girls,male,20_30,1_10,degree,mathematics,Geography,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,disagree,disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,agree,agree,agree,agree,agree,disagree,strongly_agree,agree,strongly_agree,agree,agree,agree,agree,yes,yes,no,yes,yes,yes,yes,no,yes,Telegram group,yes,no,yes,yes,no,no,no,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,Groups help me to deal or manage the behavior of different students,agree,agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,School group should be made in order to meet school objective through solving challenging questions.,vpTodtNND6zcWk8WUwrujA,uuid:c74af5ab-b4b7-4d2c-9f88-27e208e17965,aHNRXEge2uFwQtbnixMLQt,c74af5ab-b4b7-4d2c-9f88-27e208e17965,[],submitted_via_web,"[None, None]",2021-10-18 9:37:50,[],[],{},,,,,,
6,224033883,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T12:37:36.081+03:00,2021-10-18T12:47:10.922+03:00,Wailes sec school,public,day_school,boys_and_girls,male,20_30,1_10,degree,mathematics,Geography,agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,agree,disagree,disagree,strongly_agree,strongly_agree,disagree,disagree,agree,disagree,agree,agree,disagree,agree,disagree,agree,disagree,agree,disagree,disagree,disagree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,yes,yes,yes,yes,yes,yes,yes,no,yes,Telegram group,yes,no,yes,yes,no,no,no,yes,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,Improve awareness and seriousness.,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,Through participatory method we can improve the effectiveness mof the plcs.,vpTodtNND6zcWk8WUwrujA,uuid:d036a4a4-176d-4c11-8f79-c77f80187948,aHNRXEge2uFwQtbnixMLQt,d036a4a4-176d-4c11-8f79-c77f80187948,[],submitted_via_web,"[None, None]",2021-10-18 9:47:25,[],[],{},,Lack of seriousness,,,,
7,224035694,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T12:20:55.848+03:00,2021-10-18T12:53:09.015+03:00,Wailes secondary school,public,day_school,boys_and_girls,male,20_30,1_10,diploma,other_subjects,Chemistry  and biology,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_agree,disagree,agree,disagree,disagree,agree,strongly_agree,disagree,agree,agree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,yes,yes,yes,yes,yes,yes,yes,yes,yes,Youtube,no,yes,no,no,no,no,no,no,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,Ms office,disagree,agree,agree,agree,agree,agree,agree,agree,Prommote a lot of materials need to make plcs,vpTodtNND6zcWk8WUwrujA,uuid:4850a926-2b2c-4b9c-bced-d1a7d0eb1746,aHNRXEge2uFwQtbnixMLQt,4850a926-2b2c-4b9c-bced-d1a7d0eb1746,[],submitted_via_web,"[None, None]",2021-10-18 9:53:19,[],[],{},,,,,,
8,224036535,4bec00a3d55a489ca7bd0d23d505c376,2021-10-18T12:24:02.175+03:00,2021-10-18T12:54:51.704+03:00,Wailes sec,public,day_school,boys_and_girls,female,41_50,11_20,degree,other_subjects,Commerce,agree,agree,agree,agree,strongly_disagree,agree,agree,disagree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,disagree,agree,agree,disagree,disagree,agree,agree,option_1,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,yes,no,yes,yes,no,no,no,no,no,Career based groups regarding academic responsibilities and social related matters,no,no,yes,yes,no,yes,yes,yes,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,I don't like being a speaker in learning in groups as the society has wide knowledge hence I can be misjudged or miscommunicated.,disagree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,They should be supported financially,vpTodtNND6zcWk8WUwrujA,uuid:c3156803-57dc-4640-9e30-515579601032,aHNRXEge2uFwQtbnixMLQt,c3156803-57dc-4640-9e30-515579601032,[],submitted_via_web,"[None, None]",2021-10-18 9:55:21,[],[],{},,,,,,
9,224576098,4bec00a3d55a489ca7bd0d23d505c376,2021-10-20T09:33:34.668+03:00,2021-10-20T09:41:03.024+03:00,Chamwino secondary,public,day_and_boarding_school,boys_and_girls,male,31_40,1_10,degree,other_subjects,History and kiswahili,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,no,no,no,no,no,no,no,yes,no,None,yes,yes,yes,yes,yes,yes,yes,yes,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,Participation,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,None,vpTodtNND6zcWk8WUwrujA,uuid:0bc71f58-d819-4fd4-8314-39d2f7fa789d,aHNRXEge2uFwQtbnixMLQt,0bc71f58-d819-4fd4-8314-39d2f7fa789d,[],submitted_via_web,"[None, None]",2021-10-20 6:41:15,[],[],{},,Ability of using computer,,,,
